"ID","DOT_WEB_ID","CASE_NUMBER","CRASH_YEAR","COUNTY","MUNICIPALITY","CRASH_DATE","CRASH_DAY_OF_WEEK","CRASH_MONTH","CRASH_TIME","POLICE_DEPT_CODE","POLICE_DEPARTMENT","POLICE_STATION","TOTAL_KILLED","TOTAL_INCAPACITATED","TOTAL_INJURED","PEDESTRIANS_KILLED","PEDESTRIANS_INJURED","SEVERITY","INTERSECTION","ALCOHOL_INVOLVED","HAZMAT_INVOLVED","CRASH_TYPE","TOTAL_VEHICLES_INVOLVED","CRASH_LOCATION","LOCATION_DIRECTION","ROUTE","ROUTE_SUFFIX","SRI","MILEPOST","ROAD_SYSTEM","ROAD_CHARACTER","ROAD_SURFACE_TYPE","SURFACE_CONDITION","LIGHT_CONDITION","ENVIRONMENTAL_CONDITION","ROAD_DIVIDED_BY","TEMP_TRAFFIC_CONTROL_ZONE","DISTANCE_TO_CROSS_STREET","UNIT_OF_MEASUREMENT","DIRECTION_FROM_CROSS_STREET","CROSS_STREET_NAME","IS_RAMP","RAMP_TO_FROM_ROUTE_NAME","RAMP_TO_FROM_ROUTE_DIRECTION","POSTED_SPEED","POSTED_SPEED_CROSS_STREET","LATITUDE","LONGITUDE","CELL_PHONE_IN_USE","OTHER_PROPERTY_DAMAGE","REPORTING_BADGE_NO","X","Y","CRASH_NARRATIVE","MPO","TOTAL_PEDESTRIANS_INVOLVED","EPDO","DLN","LatitudeGeocoded","LongitudeGeocoded"
3442876,"2010110310-46151","10-46151",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-11-04","Thursday","November","13:30:00",1,"HAMILTON TWP PD (MERCER)","",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"HUGHES DR","East",NA,"","11031978",1.87,"Municipal","Straight and Level","Blacktop","Wet","Daylight","Rain","None","None",200,"Foot","East","PAXSON AVE","NULL","","NULL",35,25,0,0,"No","THE FRONT LAWN OF 1049 HUGHES DR WAS DAMAGED AS V1 SKID THROUGH LAWN","422",445864.433905,519634.48698,NA,"DVRPC",1,"PDO",10252230,40.2594032,-74.6655224
3442931,"2010110310-47124","10-47124",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-11-11","Thursday","November","18:44:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"ROUTE 533","North",533,"","00000533",4.12,"County","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",50,"Foot","North","COLLINS RD","NULL","","NULL",40,25,0,0,"No","NONE","418",439939.76989,514315.720528,NA,"DVRPC",1,"Moderate Injury",10249684,40.245141,-74.686984
3442969,"2010110310-47925","10-47925",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-11-17","Wednesday","November","10:20:00",1,"HAMILTON TWP PD (MERCER)","",0,0,2,0,2,"Injury","At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 618","South",618,"","11000618",1.4,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","WHITEHORSE-HAMILTON SQ. RD","NULL","","NULL",30,35,0,0,"No","","302",446672.355881,508888.200042,NA,"DVRPC",3,"Moderate Injury",10262062,40.22771,-74.6692043
3442992,"2010110310-48277","10-48277",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-11-19","Friday","November","17:26:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 618","East",618,"","11000618",2.45,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",50,"Foot","East","GEORGE DYE RD","NULL","","NULL",40,25,0,0,"No","","384",451690.222091,506549.237806,NA,"DVRPC",1,"Moderate Injury",10262055,40.2236575,-74.6460314
3443041,"2010110310-49089","10-49089",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-11-26","Friday","November","00:10:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"NJ 33","West",33,"","00000033",1.55,"State Highway","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","None","None",40,"Foot","East","MASSACHUSETTS AVE","NULL","","NULL",25,25,0,0,"No","","459",427297.069184,507476.694018,NA,"DVRPC",1,"Moderate Injury",10268602,40.2263274,-74.7323849
3443141,"2010110310-50544","10-50544",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-12-06","Monday","December","18:10:00",1,"HAMILTON TWP PD (MERCER)","",0,0,2,0,2,"Injury","At Intersection","No","No","Pedestrian",1,"PAXSON AVE","West",NA,"","11031980",0.3,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","DANIELS AVE","NULL","","NULL",25,25,0,0,"No","","398",445089.806206,510970.477778,NA,"DVRPC",3,"Pain",10287841,40.236091,-74.668456
3443184,"2010110310-51293","10-51293",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-12-11","Saturday","December","19:21:00",1,"HAMILTON TWP PD (MERCER)","",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"NJ 33","NULL",33,"","00000033",1.49,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",10,"Foot","West","WOODLAWN AVE","NULL","","NULL",30,25,0,0,"No","NONE","381",427027.299456,507311.05238,NA,"DVRPC",1,"PDO",10307760,40.2259114,-74.7332693
3443257,"2010110310-52504","10-52504",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-12-20","Monday","December","07:26:00",1,"HAMILTON TWP PD (MERCER)","?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"2465 SOUTH BROAD ST","NULL",NA,"","",NA,"Private Property","Curve and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","330",NA,NA,NA,"DVRPC",2,"Pain",10294272,40.1921109,-74.720517
3443268,"2010110310-52589","10-52589",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-12-20","Monday","December","17:33:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"LEONARD AVENUE","NULL",NA,"","11031999",0,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",20,"Foot","South","KUSER RD.","NULL","","NULL",25,35,0,0,"No","","391",431742.97,505145.51,NA,"DVRPC",1,"Moderate Injury",10295221,40.220053,-74.7162451
3443293,"2010110310-52911","10-52911",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-12-23","Thursday","December","20:22:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 652","NULL",652,"","11000652",NA,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",50,"Foot","East","REGINA AVE","NULL","","NULL",35,25,0,0,"No","","381",NA,NA,NA,"DVRPC",1,"Moderate Injury",10305033,40.232036,-74.6876939
3443359,"2010110310-53881","10-53881",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-12-30","Thursday","December","01:26:00",1,"HAMILTON TWP PD (MERCER)","",0,1,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"PRINCETON AVE","South",NA,"","11031973",0.175,"Municipal","Straight and Level","Blacktop","Icy","Dark (Street LIghts On/ spot)","Clear","None","None",500,"Foot","North","CARLISLE AVE.","NULL","","NULL",25,25,0,0,"No","","464",433122.294402,517065.422412,NA,"DVRPC",1,"Incapacitating Injury",10304183,40.252207,-74.711547
3443385,"2010110310-5484","10-5484",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-02-06","Saturday","February","07:37:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"435 RT 130 HWY","East",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Snowy","Daylight","Snow","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","450",NA,NA,NA,"DVRPC",2,"Pain",10024328,40.1846067,-74.659274
3443478,"2010110310-7043","10-7043",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-02-16","Tuesday","February","19:23:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Non-fixed Object",1,"900 MARKETPLACE BLVD","NULL",NA,"","",NA,"Private Property","Straight and Level","Concrete","Dry","Dark (Street LIghts On/ spot)","Overcast","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","418",NA,NA,NA,"DVRPC",1,"Pain",10030978,40.1982451,-74.6370386
3443538,"2010110310-7878","10-7878",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-02-23","Tuesday","February","05:56:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"1000 MARKET PLACE BLVD","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Wet","Dawn","Rain","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","?","429",NA,NA,NA,"DVRPC",1,"Pain",10038712,40.1998138,-74.6337394
3443565,"2010110310-8337","10-8337",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-02-26","Friday","February","15:52:00",1,"HAMILTON TWP PD (MERCER)","",0,0,2,0,2,"Injury","Not At Intersection","No","No","Pedestrian",1,"GENESEE ST","NULL",NA,"","11031471",0.421,"Municipal","Straight and Level","Blacktop","Slush","Daylight","Clear","None","None",50,"Foot","South","LILY ST","NULL","","NULL",25,25,0,0,"No","","322",427894.087955,497666.480656,NA,"DVRPC",3,"Moderate Injury",10049558,40.199659,-74.730319
3443647,"2010110310-985","10-985",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-01-08","Friday","January","13:37:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"700 MARKET PLACE BLVD","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","PARKING LOT","NULL","","NULL",NA,NA,0,0,"No","NONE","302",NA,NA,NA,"DVRPC",1,"Pain",10007762,40.194754,-74.634226
3443656,"20101103110-5618","110-5618",2010,"MERCER","Hamilton Twp (Mercer Co)","2010-02-07","Sunday","February","15:17:00",1,"HAMILTON TWP PD (MERCER)","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"333 RT 33 APPLEBEES","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Wet","Daylight","Clear","None","None",5,"Foot","South","? ST","NULL","","NULL",34,40,0,0,"No","NONE","411",NA,NA,NA,"DVRPC",2,"Pain",10025135,40.232962,-74.68681
3444234,"20101104201004175","201004175",2010,"MERCER","Hightstown Borough","2010-05-07","Friday","May","15:16:00",1,"HIGHTSTOWN PD","PATROL DIVISION",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",2,"HIGHTSTOWN HS PARKING LOT","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","NULL",231,"Foot","East","LESHIN LANE","NULL","","NULL",15,25,0,0,"No","NONE","111",NA,NA,NA,"DVRPC",2,"Pain",10117235,40.2608493,-74.5312858
3444565,"20101106HT2010-010383","HT2010-010383",2010,"MERCER","Hopewell Twp (Mercer Co)","2010-05-25","Tuesday","May","14:55:00",1,"HOPEWELL TWP PD","51 NORTH",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"S TIMBERLANE DR","South",NA,"","11061069",0.38,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",528,"Foot","South","PENNINGTON-HARBOURTON ROAD","NULL","","NULL",25,35,0,0,"No","","043",406782.57014,546104.959852,NA,"DVRPC",1,"Moderate Injury",10110276,40.3309101,-74.806168
3444940,"2010110710-10380-AC","10-10380-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-03-12","Friday","March","18:06:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"3325 BRUNSWICK PIKE","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","","192",NA,NA,NA,"DVRPC",1,"Pain",10053402,40.2940756,-74.6833495
3445163,"2010110710-1923-AC","10-1923-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-01-14","Thursday","January","15:12:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"2495 BRUNSWICK PIKE","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",25,NA,0,0,"No","","185",NA,NA,NA,"DVRPC",1,"Pain",10012675,40.2573886,-74.727603
3445187,"2010110710-20277-AC","10-20277-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-05-20","Thursday","May","16:16:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"1811 PRINCETON AVE","South",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","NULL",NA,"NULL","NULL","","NULL","","NULL",0,NA,0,0,"No","","183",NA,NA,NA,"DVRPC",1,"Moderate Injury",10105356,40.246634,-74.746429
3445213,"2010110710-22063-A-AC","10-22063-A-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-05-31","Monday","May","23:13:00",1,"LAWRENCE TWP PD","",1,0,0,1,0,"Fatal","Not At Intersection","No","No","Pedestrian",1,"US 1","NULL",1,"","00000001",3.28,"State Highway","Straight and Level","Blacktop","Dry","Dark (No Street Lights)","Clear","Barrier Median","NULL",2500,"Foot","South","CR 616 / WHITEHEAD RD","NULL","","NULL",55,45,0,0,"No","","189",426847.661138,514120.917386,NA,"DVRPC",1,"Fatal Injury",10123145,40.2523184,-74.7337358
3445725,"2010110710-40383-AC","10-40383-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-10-16","Saturday","October","16:58:00",1,"LAWRENCE TWP PD","",0,2,2,0,2,"Injury","Not At Intersection","No","No","Pedestrian",1,"3320 BRUNSWICK PIKE","South",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",25,NA,0,0,"No","","156",NA,NA,NA,"DVRPC",2,"Incapacitating Injury",10242164,40.2907041,-74.6813304
3445729,"2010110710-40493-AC","10-40493-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-10-17","Sunday","October","17:31:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 206","NULL",206,"","00000206",45.36,"State Highway","Straight and Grade","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","ROUTE 583 / PRINCETON PIKE","NULL","","NULL",25,25,0,0,"No","","210",424442.37751,515901.279484,NA,"DVRPC",1,"Pain",10237232,40.2498326,-74.7424626
3445805,"2010110710-43044-AC","10-43044-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-11-03","Wednesday","November","13:50:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"64 PHILLIPS AVE","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",25,NA,0,0,"No","","208",NA,NA,NA,"DVRPC",1,"Pain",10249215,40.2987805,-74.7317053
3445831,"2010110710-43706-AC","10-43706-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-11-08","Monday","November","19:38:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"2083 LAWRENCE RD","NULL",NA,"","",NA,"Private Property","Curve and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",15,NA,0,0,"No","","208",NA,NA,NA,"DVRPC",1,"Pain",10249231,40.2785909,-74.7322987
3445885,"2010110710-45606-AC","10-45606-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-11-21","Sunday","November","20:59:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"STEWARDS CROSSING WAY","North",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Dark (No Street Lights)","Clear","None","None",10,"Foot","North","BUNKER HILL RD","NULL","","NULL",25,25,0,0,"No","","185",NA,NA,NA,"DVRPC",1,"Moderate Injury",10268092,40.278632,-74.755946
3445977,"2010110710-48570-AC","10-48570-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-12-14","Tuesday","December","06:40:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 206","South",206,"","00000206",46.86,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","North","EGGERT CROSSING RD","NULL","","NULL",45,40,0,0,"No","","209",425640.27,523577.39,NA,"DVRPC",1,"Moderate Injury",10290504,40.2706996,-74.7381666
3446030,"2010110710-4982-AC","10-4982-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-02-03","Wednesday","February","15:00:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"REVIEW AVE","West",NA,"","11071034",0.019,"Municipal","Curve and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","South","BERWYN PL","NULL","","NULL",25,25,0,0,"No","","207",427156.390122,521927.867543,NA,"DVRPC",1,"Pain",10030481,40.2663694,-74.7327916
3446135,"2010110710-7256-AC","10-7256-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-02-19","Friday","February","17:26:00",1,"LAWRENCE TWP PD","",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Non-fixed Object",1,"2495 BRUNSWICK PIKE","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Wet","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",15,NA,0,0,"No","","208",NA,NA,NA,"DVRPC",1,"PDO",10032523,40.2573886,-74.727603
3446160,"2010110710-7938-AC","10-7938-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-02-24","Wednesday","February","17:48:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Right Angle",3,"ROUTE 583","North",583,"","00000583",NA,"Municipal","Straight and Level","Blacktop","Dry","Dusk","Clear","None","None",25,"Foot","North","ROUTE 569 / FACKLER RD","NULL","","NULL",40,45,0,0,"No","","193",NA,NA,NA,"DVRPC",1,"Pain",10044836,40.304994,-74.69777
3446176,"2010110710-8695-AC","10-8695-AC",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-03-01","Monday","March","15:39:00",1,"LAWRENCE TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"US 206","North",206,"","00000206",45.47,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Painted Median","None",600,"Foot","North","ROUTE 583 / PRINCETON PIKE","NULL","","NULL",45,25,40.25112,-74.74234,"No","","185",424485.942679,516482.135121,NA,"DVRPC",1,"Pain",10044831,40.2498326,-74.7424626
3446298,"20101107C060-2010-01168A","C060-2010-01168A",2010,"MERCER","Lawrence Twp (Mercer Co)","2010-09-23","Thursday","September","16:05:00",2,"NEW JERSEY STATE POLICE","HAMILTON SUB",0,1,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"I-95 MERCER COUNTY","South",95,"M","00000095M",7.2,"Interstate","Straight and Level","Blacktop","Dry","Daylight","Clear","Barrier Median","None",NA,"NULL","NULL","","NULL","","NULL",65,NA,0,0,"No","","701",427274.906499,529040.170043,NA,"DVRPC",1,"Incapacitating Injury",10229407,40.2662976,-74.718801
3446529,"2010110910-5099","10-5099",2010,"MERCER","Princeton Borough","2010-03-20","Saturday","March","00:08:00",1,"PRINCETON TWP PD","",0,1,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"ROUTE 571","NULL",571,"","00000571",43.71,"County","Straight and Grade","Blacktop","Dry","Dark (Street Lights Off)","Clear","None","None",2112,"Foot","North","FACULTY RD","NULL","","NULL",40,25,40.34607,-74.65371,"No","","67",449282.401294,551013.734532,NA,"DVRPC",1,"Incapacitating Injury",10062915,40.3411546,-74.6498158
3446624,"201011092010-009913","2010-009913",2010,"MERCER","Princeton Borough","2010-06-23","Wednesday","June","12:14:00",1,"PRINCETON BORO PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"NJ 27","NULL",27,"","00000027",0.56,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",10,"Foot","West","MOORE ST","NULL","","NULL",25,25,40.35126,-74.65437,"No","","144",449100.51,552905.1,NA,"DVRPC",1,"Moderate Injury",10143527,40.3512718,-74.6543599
3446716,"201011092010-014144","2010-014144",2010,"MERCER","Princeton Borough","2010-09-10","Friday","September","21:38:00",1,"PRINCETON TWP PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"HARRISON STREET","NULL",NA,"","11091239",0.52,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights Off)","Clear","None","None",NA,"At","NULL","HAMILTON AVENUE","NULL","","NULL",25,25,0,0,"No","","138",450885.1348,555007.395783,NA,"DVRPC",1,"Pain",10205874,40.3568308,-74.647836
3446731,"201011092010-014837","2010-014837",2010,"MERCER","Princeton Borough","2010-09-23","Thursday","September","00:21:00",1,"PRINCETON TWP PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"NJ 27","NULL",27,"","00000027",0.4,"State Highway","Straight and Level","Blacktop","Wet","Dark (Street LIghts On/ spot)","Overcast","None","None",NA,"At","NULL","ROUTE 571 / VANDEVENTER AVE / WASHI","NULL","","NULL",25,25,0,0,"No","NONE","142",448324,552578.32,NA,"DVRPC",2,"Pain",10215606,40.3503814,-74.6570811
3446875,"201011092010-5009","2010-5009",2010,"MERCER","Princeton Borough","2010-03-28","Sunday","March","17:15:00",1,"PRINCETON BORO PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"HARRISON STREET","NULL",NA,"","11091239",0.52,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","HAMILTON AVENUE","NULL","","NULL",25,25,0,0,"No","","144",450885.1348,555007.395783,NA,"DVRPC",1,"Pain",10064448,40.3568308,-74.647836
3446883,"201011092010-5939","2010-5939",2010,"MERCER","Princeton Borough","2010-04-13","Tuesday","April","20:18:00",1,"PRINCETON BORO PD","",0,0,1,0,0,"Injury","At Intersection","No","No","Pedestrian",1,"WITHERSPOON ST","NULL",NA,"","11091241",0,"Municipal","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","None","None",NA,"At","NULL","NJ 27","NULL","","NULL",25,25,0,0,"No","NONE","151",447605.79,552323.84,NA,"DVRPC",1,"Pain",10074484,40.3506189,-74.6601579
3446904,"201011092010-7626","2010-7626",2010,"MERCER","Princeton Borough","2010-05-14","Friday","May","14:14:00",1,"PRINCETON BORO PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"WIGGINS ST","NULL",NA,"","11091086",1.01,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","VANDEVENTER AVE.","NULL","","NULL",25,25,0,0,"No","","149",447965.825851,553460.897939,NA,"DVRPC",1,"Pain",10113611,40.3528242,-74.6583989
3446937,"2010111010-00150","10-00150",2010,"MERCER","Princeton Township","2010-01-04","Monday","January","18:35:00",1,"PRINCETON TWP PD","",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"301 NORTH HARRISON STREET","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",15,NA,0,0,"No","","87",NA,NA,NA,"DVRPC",2,"Pain",10001153,40.3645483,-74.6522706
3446994,"2010111010-1186","10-1186",2010,"MERCER","Princeton Township","2010-01-21","Thursday","January","18:43:00",1,"PRINCETON TWP PD","",0,1,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"LEIGH AVENUE","NULL",NA,"","11101137",0.12,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street LIghts On/ spot)","Clear","None","None",NA,"At","NULL","JOHN STREET","NULL","","NULL",25,25,0,0,"No","","97",446167.444527,554663.388233,NA,"DVRPC",1,"Incapacitating Injury",10012894,40.356097,-74.664866
